Step,State,Action,SINR1,SINR2,SINR3,C1,C2,C3
40,[ 8.5      22.100004 27.      ],[0.1 0.1 0.1],-10.905784,-6.1973863,-3.0221014,0.11259986,0.31037232,0.5836569
41,[ 8.5      22.100004 27.1     ],[0.1 0.  0.1],-9.956908,-6.502152,-3.5700643,0.13881081,0.29132205,0.525603
42,[ 8.4      22.200005 27.1     ],[-0.1  0.1  0. ],-20.731258,-4.8706307,-4.621444,0.012140111,0.40685153,0.42763728
43,[ 8.4      22.200005 27.2     ],[0.  0.  0.1],-18.496262,-6.3882346,-7.384121,0.02025328,0.298316,0.24200685
44,[ 8.4      22.200005 27.1     ],[ 0.   0.  -0.1],-20.731258,-4.8706307,-4.621444,0.012140111,0.40685153,0.42763728
45,[ 8.5      22.200005 27.2     ],[0.1 0.  0.1],-13.987861,-7.2491527,-2.1854227,0.056475487,0.24902257,0.6822007
46,[ 8.4      22.200005 27.1     ],[-0.1  0.  -0.1],-20.731258,-4.8706307,-4.621444,0.012140111,0.40685153,0.42763728
47,[ 8.299999 22.200005 27.      ],[-0.1  0.  -0.1],-14.554014,-9.866993,-0.57303864,0.049690373,0.1415766,0.90795773
48,[ 8.199999 22.300005 26.9     ],[-0.1  0.1 -0.1],-8.482868,-7.759416,-3.1866832,0.19132523,0.22344334,0.5656946
49,[ 8.199999 22.400005 26.8     ],[ 0.   0.1 -0.1],-10.6119,-2.5482967,-9.66559,0.1201635,0.6379554,0.14796352
50,[ 8.299999 22.300005 26.9     ],[ 0.1 -0.1  0.1],-8.341687,-6.6535387,-5.393924,0.19723363,0.28225675,0.36603615
1,[ 8.4 21.  26.9],[-0.1 -0.1 -0.1],-12.175817,-5.4634476,-3.893818,0.08487033,0.36089274,0.493607
2,[ 8.5 21.  26.9],[ 0.1 -0.1  0. ],-8.435525,-8.550908,-5.041324,0.19328786,0.18853723,0.39312294
3,[ 8.4 21.  26.9],[-0.1 -0.1  0. ],-12.175817,-5.4634476,-3.893818,0.08487033,0.36089274,0.493607
4,[ 8.4 21.  26.9],[ 0.  -0.1  0. ],-12.175817,-5.4634476,-3.893818,0.08487033,0.36089274,0.493607
5,[ 8.299999 21.       27.      ],[-0.1 -0.1  0.1],-14.816355,-9.232938,-2.646963,0.046824425,0.16262013,0.62632734
6,[ 8.4 21.1 26.9],[ 0.1  0.1 -0.1],-17.926634,-4.951502,-6.7126203,0.023069374,0.40029627,0.2787886
7,[ 8.5 21.2 26.9],[0.1 0.1 0. ],-16.414059,-6.2935023,-9.543874,0.03257295,0.30424684,0.15195502
8,[ 8.4 21.1 27. ],[-0.1 -0.1  0.1],-18.60569,-7.112894,-1.7061914,0.019752748,0.2562938,0.74426436
9,[ 8.299999 21.1      26.9     ],[-0.1  0.  -0.1],-13.336164,-9.993081,-7.138181,0.06541465,0.13771258,0.25493
10,[ 8.299999 21.1      26.9     ],[0. 0. 0.],-13.336164,-9.993081,-7.138181,0.06541465,0.13771258,0.25493
11,[ 8.4 21.2 26.8],[ 0.1  0.1 -0.1],-11.303387,-6.038869,-4.511186,0.10309231,0.3207164,0.4371219
12,[ 8.299999 21.300001 26.8     ],[-0.1  0.1  0. ],-6.7510147,-7.006639,-8.86864,0.27655566,0.26209798,0.17601454
13,[ 8.299999 21.400002 26.9     ],[0.  0.1 0.1],-9.367436,-6.6563954,-4.339909,0.15792266,0.28208816,0.45221233
14,[ 8.299999 21.300001 27.      ],[ 0.  -0.1  0.1],-8.704084,-7.00576,-3.2412384,0.18239921,0.26214662,0.55984104
15,[ 8.4      21.400002 27.      ],[0.1 0.1 0. ],-7.164178,-9.572183,-5.6665316,0.25353462,0.15101762,0.34623155
16,[ 8.299999 21.400002 27.1     ],[-0.1  0.   0.1],-7.229188,-6.365701,-10.9062805,0.25007603,0.29971725,0.11258745
17,[ 8.4      21.300001 27.1     ],[ 0.1 -0.1  0. ],-9.821159,-11.638666,-2.8497846,0.14300665,0.09568128,0.60295635
18,[ 8.299999 21.300001 27.      ],[-0.1  0.  -0.1],-8.704084,-7.00576,-3.2412384,0.18239921,0.26214662,0.55984104
19,[ 8.4      21.300001 27.1     ],[0.1 0.  0.1],-9.821159,-11.638666,-2.8497846,0.14300665,0.09568128,0.60295635
20,[ 8.299999 21.300001 27.2     ],[-0.1  0.   0.1],-7.619228,-15.101614,-5.0747104,0.23021823,0.043892387,0.39048532
21,[ 8.299999 21.300001 27.2     ],[0. 0. 0.],-7.619228,-15.101614,-5.0747104,0.23021823,0.043892387,0.39048532
22,[ 8.299999 21.2      27.300001],[ 0.  -0.1  0.1],-14.044209,-11.452302,-3.4606647,0.055761363,0.09973465,0.5367967
23,[ 8.4 21.2 27.2],[ 0.1  0.  -0.1],-19.323801,-11.542172,-0.84127325,0.016759839,0.0977597,0.8670239
24,[ 8.299999 21.300001 27.300001],[-0.1  0.1  0.1],-8.080431,-8.772578,-8.058448,0.20861852,0.17971566,0.20960388
25,[ 8.4      21.400002 27.2     ],[ 0.1  0.1 -0.1],-7.904348,-11.935721,-3.5157697,0.2166334,0.08954763,0.53113395
26,[ 8.4      21.500002 27.300001],[0.  0.1 0.1],-8.419381,-8.957835,-3.6241689,0.19396143,0.17264207,0.5201388
27,[ 8.299999 21.600002 27.400002],[-0.1  0.1  0.1],-14.962634,-5.560043,-4.1099505,0.04529757,0.35385242,0.47316837
28,[ 8.299999 21.500002 27.300001],[ 0.  -0.1 -0.1],-9.29395,-4.412582,-10.93574,0.16047297,0.445756,0.11185505
29,[ 8.199999 21.400002 27.400002],[-0.1 -0.1  0.1],-9.146852,-6.5728774,-3.766847,0.16569567,0.2870547,0.5059558
30,[ 8.199999 21.400002 27.400002],[0. 0. 0.],-9.146852,-6.5728774,-3.766847,0.16569567,0.2870547,0.5059558
31,[ 8.199999 21.300001 27.400002],[ 0.  -0.1  0. ],-7.286572,-9.071883,-7.4957743,0.24705902,0.16841872,0.23634082
32,[ 8.199999 21.400002 27.300001],[ 0.   0.1 -0.1],-9.424198,-5.0406237,-5.2189884,0.15597904,0.39317843,0.37926346
33,[ 8.099998 21.500002 27.2     ],[-0.1  0.1 -0.1],-20.532269,-6.355075,-3.540894,0.01270671,0.3003802,0.52856857
34,[ 7.9999986 21.400002  27.1      ],[-0.1 -0.1 -0.1],-19.924383,-8.017104,-1.632713,0.014606079,0.21146876,0.75415146
35,[ 7.9999986 21.500002  27.       ],[ 0.   0.1 -0.1],-11.047957,-5.514326,-7.601506,0.10910706,0.35716927,0.23108815
36,[ 8.099998 21.400002 26.9     ],[ 0.1 -0.1 -0.1],-16.591166,-6.394012,-4.626066,0.03128524,0.29795766,0.4272435
37,[ 8.099998 21.300001 26.8     ],[ 0.  -0.1 -0.1],-10.8346405,-8.998645,-3.737943,0.11438781,0.17111953,0.50880265
38,[ 7.9999986 21.400002  26.699999 ],[-0.1  0.1 -0.1],-11.929554,-7.853899,-4.2495184,0.08967111,0.21898177,0.46035364
39,[ 8.099998 21.300001 26.699999],[ 0.1 -0.1  0. ],-12.174444,-8.666334,-4.3750725,0.08489644,0.18389429,0.4490786
40,[ 8.099998 21.400002 26.599998],[ 0.   0.1 -0.1],-15.126981,-8.142865,-6.4141045,0.043640617,0.2058435,0.2967146
41,[ 8.199999 21.400002 26.599998],[0.1 0.  0. ],-16.290817,-3.4311624,-8.712594,0.03349963,0.53984874,0.18206392
42,[ 8.299999 21.500002 26.699999],[0.1 0.1 0.1],-16.763163,-4.8309836,-11.398564,0.030083127,0.4100992,0.10093401
43,[ 8.4      21.400002 26.599998],[ 0.1 -0.1 -0.1],-8.493247,-6.852923,-4.4896755,0.1908974,0.27070722,0.43899307
44,[ 8.5      21.500002 26.699999],[0.1 0.1 0.1],-9.22986,-6.5668445,-4.294399,0.16272905,0.2874165,0.456296
45,[ 8.4      21.400002 26.8     ],[-0.1 -0.1  0.1],-7.870132,-7.996849,-4.86205,0.21822354,0.21238802,0.40755254
46,[ 8.299999 21.500002 26.699999],[-0.1  0.1 -0.1],-16.763163,-4.8309836,-11.398564,0.030083127,0.4100992,0.10093401
47,[ 8.299999 21.500002 26.8     ],[0.  0.  0.1],-15.291283,-6.0630145,-6.086028,0.042043902,0.31912106,0.3176072
48,[ 8.199999 21.500002 26.9     ],[-0.1  0.   0.1],-16.69109,-8.886771,-10.4172325,0.030581268,0.17532401,0.12543948
49,[ 8.299999 21.600002 27.      ],[0.1 0.1 0.1],-17.755302,-13.642547,-5.3878727,0.023989825,0.061051734,0.36648685
50,[ 8.299999 21.500002 26.9     ],[ 0.  -0.1 -0.1],-14.086627,-8.355514,-3.6111813,0.055229634,0.1966476,0.5214462
1,[ 8.4 21.  27. ],[-0.1  0.   0. ],-10.145605,-4.0907583,-9.823566,0.13317278,0.47495395,0.14293112
2,[ 8.5 21.  26.9],[ 0.1 -0.1 -0.1],-8.435525,-8.550908,-5.041324,0.19328786,0.18853723,0.39312294
3,[ 8.4 21.  27. ],[-0.1 -0.1  0.1],-10.145605,-4.0907583,-9.823566,0.13317278,0.47495395,0.14293112
4,[ 8.5 21.  27.1],[ 0.1 -0.1  0.1],-7.497845,-9.364661,-5.657211,0.23623687,0.15801822,0.34689268
5,[ 8.5 21.  27. ],[ 0.1  0.  -0.1],-6.754228,-9.61955,-10.86517,0.2763695,0.14946154,0.113617234
6,[ 8.5 21.  27. ],[0.1 0.  0. ],-6.754228,-9.61955,-10.86517,0.2763695,0.14946154,0.113617234
7,[ 8.5 21.1 27.1],[0.1 0.1 0.1],-11.473786,-7.221534,-3.7513523,0.099259034,0.2504809,0.5074804
8,[ 8.5 21.  27. ],[ 0.  -0.1 -0.1],-6.754228,-9.61955,-10.86517,0.2763695,0.14946154,0.113617234
9,[ 8.5 21.1 26.9],[ 0.1  0.1 -0.1],-13.451769,-8.159248,-3.878722,0.063733764,0.20512103,0.4950618
10,[ 8.5 21.1 26.8],[ 0.   0.  -0.1],-15.711936,-8.2792845,-4.226801,0.03821354,0.19989905,0.46241924
11,[ 8.5 21.1 26.9],[0.  0.  0.1],-13.451769,-8.159248,-3.878722,0.063733764,0.20512103,0.4950618
12,[ 8.5 21.  26.8],[ 0.1 -0.1 -0.1],-9.584324,-6.983662,-4.3137593,0.15061733,0.26336893,0.45455498
13,[ 8.4 21.1 26.8],[-0.1  0.1  0. ],-17.562773,-5.1927567,-10.466215,0.025067898,0.38128257,0.12409133
14,[ 8.4 21.  26.9],[ 0.  -0.1  0.1],-12.175817,-5.4634476,-3.893818,0.08487033,0.36089274,0.493607
15,[ 8.5 21.  26.8],[ 0.1  0.  -0.1],-9.584324,-6.983662,-4.3137593,0.15061733,0.26336893,0.45455498
16,[ 8.4 21.1 26.8],[-0.1  0.1  0. ],-17.562773,-5.1927567,-10.466215,0.025067898,0.38128257,0.12409133
17,[ 8.5      21.1      26.699999],[ 0.1  0.  -0.1],-15.345608,-7.2433295,-8.619353,0.04152865,0.24932933,0.18577106
18,[ 8.5      21.1      26.599998],[ 0.1  0.  -0.1],-14.580374,-7.37584,-7.8079195,0.049394745,0.24243201,0.2211425
19,[ 8.5      21.1      26.699999],[0.1 0.  0.1],-15.345608,-7.2433295,-8.619353,0.04152865,0.24932933,0.18577106
20,[ 8.4 21.2 26.8],[-0.1  0.1  0.1],-11.303387,-6.038869,-4.511186,0.10309231,0.3207164,0.4371219
21,[ 8.299999 21.300001 26.8     ],[-0.1  0.1  0. ],-6.7510147,-7.006639,-8.86864,0.27655566,0.26209798,0.17601454
22,[ 8.4      21.300001 26.8     ],[0.1 0.  0. ],-7.5512037,-5.7819095,-6.266483,0.23357359,0.33813885,0.3059578
23,[ 8.299999 21.400002 26.8     ],[-0.1  0.1  0. ],-10.226184,-7.3894134,-4.487029,0.13083227,0.24173546,0.43922383
24,[ 8.4      21.300001 26.8     ],[ 0.1 -0.1  0. ],-7.5512037,-5.7819095,-6.266483,0.23357359,0.33813885,0.3059578
25,[ 8.5 21.2 26.8],[ 0.1 -0.1  0. ],-15.633872,-9.861012,-5.480602,0.038897395,0.14176244,0.35963348
26,[ 8.5      21.300001 26.8     ],[0.1 0.1 0. ],-9.733333,-9.608958,-3.185133,0.14578526,0.14980805,0.56586164
27,[ 8.5      21.300001 26.699999],[ 0.1  0.  -0.1],-7.725254,-8.717224,-9.630044,0.22507706,0.18188155,0.14911881
28,[ 8.4      21.400002 26.8     ],[-0.1  0.1  0.1],-7.870132,-7.996849,-4.86205,0.21822354,0.21238802,0.40755254
29,[ 8.299999 21.300001 26.8     ],[-0.1 -0.1  0. ],-6.7510147,-7.006639,-8.86864,0.27655566,0.26209798,0.17601454
30,[ 8.4      21.400002 26.8     ],[0.1 0.1 0. ],-7.870132,-7.996849,-4.86205,0.21822354,0.21238802,0.40755254
31,[ 8.4      21.500002 26.9     ],[0.  0.1 0.1],-11.139744,-10.233769,-1.1972735,0.10690777,0.13061409,0.8147997
32,[ 8.299999 21.500002 27.      ],[-0.1  0.   0.1],-12.461945,-10.892522,-3.4078467,0.07960555,0.11293116,0.54227096
33,[ 8.199999 21.500002 27.1     ],[-0.1  0.   0.1],-17.947838,-7.7260594,-1.0668994,0.02295783,0.22503853,0.83364797
34,[ 8.199999 21.600002 27.      ],[ 0.   0.1 -0.1],-13.548719,-6.7718825,-4.9975915,0.062356647,0.27534872,0.39660138
35,[ 8.199999 21.500002 27.1     ],[ 0.  -0.1  0.1],-17.947838,-7.7260594,-1.0668994,0.02295783,0.22503853,0.83364797
36,[ 8.199999 21.600002 27.1     ],[0.  0.1 0. ],-14.159725,-8.8951645,-10.156959,0.054324932,0.1750052,0.13284062
37,[ 8.099998 21.600002 27.1     ],[-0.1  0.   0. ],-10.001645,-6.595109,-9.766035,0.13745384,0.28572506,0.14474474
38,[ 8.199999 21.700003 27.2     ],[0.1 0.1 0.1],-10.591832,-8.410689,-3.9232748,0.12069747,0.19432494,0.49077842
39,[ 8.299999 21.700003 27.300001],[0.1 0.  0.1],-17.771677,-5.932219,-3.4668865,0.023900343,0.32784796,0.53615487
40,[ 8.299999 21.800003 27.400002],[0.  0.1 0.1],-10.080437,-10.453421,-6.323905,0.13509473,0.124442086,0.30233198
41,[ 8.299999 21.900003 27.500002],[0.  0.1 0.1],-8.263852,-7.893388,-5.4400587,0.2005634,0.21714154,0.36261597
42,[ 8.299999 21.900003 27.400002],[ 0.   0.  -0.1],-9.268828,-12.874189,-0.6978815,0.16135381,0.0725749,0.88873607
43,[ 8.299999 21.800003 27.500002],[ 0.  -0.1  0.1],-12.210696,-14.531896,-2.2581408,0.08421085,0.04993976,0.6731462
44,[ 8.199999 21.700003 27.600002],[-0.1 -0.1  0.1],-17.814623,-8.5916,-1.6501149,0.023667056,0.186888,0.7518009
45,[ 8.299999 21.700003 27.500002],[ 0.1  0.  -0.1],-22.095001,-7.607889,-2.1318355,0.008878402,0.23077439,0.6889338
46,[ 8.299999 21.800003 27.400002],[ 0.   0.1 -0.1],-10.080437,-10.453421,-6.323905,0.13509473,0.124442086,0.30233198
47,[ 8.199999 21.900003 27.500002],[-0.1  0.1  0.1],-7.983915,-17.60241,-2.3263454,0.2129769,0.024842072,0.6647398
48,[ 8.199999 21.800003 27.500002],[ 0.  -0.1  0. ],-8.472647,-7.423192,-8.138491,0.19174737,0.24001013,0.2060369
49,[ 8.199999 21.900003 27.500002],[0.  0.1 0. ],-7.983915,-17.60241,-2.3263454,0.2129769,0.024842072,0.6647398
50,[ 8.199999 21.800003 27.400002],[ 0.  -0.1 -0.1],-9.347871,-6.832603,-3.8486977,0.15859783,0.27186435,0.49796608
1,[ 8.4 21.1 26.9],[-0.1  0.1 -0.1],-17.926634,-4.951502,-6.7126203,0.023069374,0.40029627,0.2787886
2,[ 8.299999 21.       26.8     ],[-0.1 -0.1 -0.1],-17.181559,-7.760316,-4.5588603,0.027346183,0.22340047,0.43299893
3,[ 8.4      21.1      26.699999],[ 0.1  0.1 -0.1],-16.103142,-8.634699,-4.560628,0.034961298,0.18515596,0.43284667
4,[ 8.4      21.       26.599998],[ 0.  -0.1 -0.1],-12.686022,-12.117413,-10.030591,0.07570551,0.08598586,0.13658269
5,[ 8.5      21.       26.599998],[ 0.1 -0.1  0. ],-10.093317,-7.955598,-4.5573864,0.13471271,0.21427153,0.4331259
6,[ 8.4      21.       26.599998],[-0.1 -0.1  0. ],-12.686022,-12.117413,-10.030591,0.07570551,0.08598586,0.13658269
7,[ 8.299999 21.1      26.499998],[-0.1  0.1 -0.1],-9.102236,-6.5131044,-6.2940445,0.1673111,0.29065746,0.3042126
8,[ 8.299999 21.1      26.499998],[0. 0. 0.],-9.102236,-6.5131044,-6.2940445,0.1673111,0.29065746,0.3042126
9,[ 8.4      21.       26.599998],[ 0.1 -0.1  0.1],-12.686022,-12.117413,-10.030591,0.07570551,0.08598586,0.13658269
10,[ 8.5      21.1      26.499998],[ 0.1  0.1 -0.1],-14.606001,-9.626089,-2.386849,0.049109027,0.14924784,0.65735203
11,[ 8.5      21.1      26.399998],[ 0.1  0.  -0.1],-13.016514,-8.423274,-4.4581604,0.07029115,0.19379875,0.44174704
12,[ 8.5      21.1      26.399998],[0. 0. 0.],-13.016514,-8.423274,-4.4581604,0.07029115,0.19379875,0.44174704
13,[ 8.4      21.       26.299997],[-0.1 -0.1 -0.1],-13.240711,-1.9695098,-23.953804,0.066835165,0.7096459,0.005793283
14,[ 8.299999 21.       26.299997],[-0.1  0.   0. ],-8.21336,-7.341786,-22.481264,0.20275144,0.24418771,0.008125099
15,[ 8.299999 21.       26.399998],[ 0.  -0.1  0.1],-11.347532,-9.714369,-3.114303,0.102085754,0.14639185,0.5735378
16,[ 8.299999 21.1      26.399998],[0.  0.1 0. ],-7.509768,-8.939537,-6.476655,0.23563942,0.173329,0.29287443
17,[ 8.199999 21.       26.299997],[-0.1 -0.1 -0.1],-6.4609065,-6.7225213,-22.541567,0.293837,0.2782112,0.00801325
18,[ 8.099998 21.       26.299997],[-0.1  0.   0. ],-5.4549956,-9.788687,-21.864883,0.36151466,0.14402804,0.009359996
19,[ 7.9999986 21.1       26.399998 ],[-0.1  0.1  0.1],-8.462357,-8.639262,-3.6632493,0.19217329,0.18497354,0.5162216
20,[ 8.099998 21.2      26.299997],[ 0.1  0.1 -0.1],-8.364936,-7.670835,-21.114967,0.1962491,0.22770245,0.011117353
21,[ 8.099998 21.300001 26.199997],[ 0.   0.1 -0.1],-10.385745,-9.867597,-20.960215,0.1263133,0.1415579,0.011519036
22,[ 7.9999986 21.400002  26.199997 ],[-0.1  0.1  0. ],-6.926879,-10.453822,-5.916074,0.26653352,0.12443105,0.32893977
23,[ 7.8999987 21.500002  26.299997 ],[-0.1  0.1  0.1],-7.3173013,-8.36034,-4.5070243,0.24545725,0.19644333,0.43748337
24,[ 7.7999988 21.600002  26.399998 ],[-0.1  0.1  0.1],-13.961082,-4.203725,-8.802796,0.056818113,0.46452558,0.17854358
25,[ 7.8999987 21.700003  26.499998 ],[0.1 0.1 0.1],-13.96036,-6.0085206,-10.813052,0.056827374,0.3227315,0.11493566
26,[ 7.9999986 21.700003  26.599998 ],[0.1 0.  0.1],-10.228096,-10.2465725,-4.0228596,0.1307773,0.13024643,0.48131672
27,[ 8.099998 21.600002 26.699999],[ 0.1 -0.1  0.1],-6.3941674,-6.7130013,-11.932908,0.29794815,0.27876648,0.089604035
28,[ 8.199999 21.600002 26.699999],[0.1 0.  0. ],-8.803167,-10.91853,-3.9165313,0.1785293,0.11228248,0.49142474
29,[ 8.199999 21.600002 26.8     ],[0.  0.  0.1],-9.826269,-8.763466,-4.3211517,0.14284652,0.18007047,0.45389166
30,[ 8.299999 21.700003 26.8     ],[0.1 0.1 0. ],-8.199409,-7.9144588,-6.5092,0.20335996,0.21616547,0.2908942
31,[ 8.299999 21.800003 26.9     ],[0.  0.1 0.1],-6.6934114,-9.170871,-8.353642,0.2799119,0.16483207,0.19672683
32,[ 8.299999 21.800003 26.9     ],[0. 0. 0.],-6.6934114,-9.170871,-8.353642,0.2799119,0.16483207,0.19672683
33,[ 8.199999 21.800003 26.9     ],[-0.1  0.   0. ],-6.8698835,-8.460844,-8.134748,0.26974478,0.1922359,0.20620239
34,[ 8.299999 21.900003 26.8     ],[ 0.1  0.1 -0.1],-8.603498,-13.4493885,-3.0933714,0.18640839,0.06376799,0.5758224
35,[ 8.199999 22.000004 26.8     ],[-0.1  0.1  0. ],-17.821539,-8.035977,-3.9426007,0.023629835,0.21061546,0.48893014
36,[ 8.099998 22.100004 26.8     ],[-0.1  0.1  0. ],-8.412358,-5.9609294,-9.753853,0.19425502,0.32591435,0.14513142
37,[ 8.099998 22.100004 26.9     ],[0.  0.  0.1],-10.687026,-7.663248,-3.1153278,0.1181848,0.22807062,0.57342625
38,[ 8.199999 22.000004 27.      ],[ 0.1 -0.1  0.1],-14.630938,-9.706464,-7.786229,0.048832566,0.14664559,0.22216873
39,[ 8.299999 22.100004 27.1     ],[0.1 0.1 0.1],-17.107748,-10.1896105,-3.8367255,0.027810346,0.13188976,0.499128
40,[ 8.299999 22.100004 27.      ],[ 0.   0.  -0.1],-18.139452,-5.0851207,-10.180863,0.02197439,0.389666,0.13214386
41,[ 8.199999 22.100004 27.1     ],[-0.1  0.   0.1],-19.007723,-3.4171278,-6.3175783,0.018017264,0.54130566,0.30272955
42,[ 8.099998 22.200005 27.1     ],[-0.1  0.1  0. ],-8.897715,-9.116143,-3.2500808,0.17490846,0.16680592,0.5588969
43,[ 8.099998 22.200005 27.      ],[ 0.   0.  -0.1],-7.108053,-7.410069,-9.611007,0.25655568,0.24067912,0.14974092
44,[ 8.099998 22.300005 27.      ],[0.  0.1 0. ],-7.7904305,-14.898111,-3.5494397,0.22196953,0.045964915,0.52769834
45,[ 8.199999 22.200005 26.9     ],[ 0.1 -0.1 -0.1],-9.001636,-5.890586,-6.1508837,0.17100847,0.33067006,0.31337547
46,[ 8.299999 22.300005 27.      ],[0.1 0.1 0.1],-8.237652,-5.955104,-8.525082,0.20169605,0.3263059,0.18959099
47,[ 8.4      22.300005 26.9     ],[ 0.1  0.  -0.1],-9.701991,-5.7774277,-7.826785,0.14678928,0.33844995,0.22025342
48,[ 8.299999 22.300005 26.8     ],[-0.1  0.  -0.1],-7.956328,-7.241244,-5.0177464,0.21423818,0.2494393,0.39499497
49,[ 8.4      22.300005 26.9     ],[0.1 0.  0.1],-9.701991,-5.7774277,-7.826785,0.14678928,0.33844995,0.22025342
50,[ 8.5      22.400005 27.      ],[0.1 0.1 0.1],-9.202956,-8.289454,-6.020176,0.163685,0.19946238,0.3219563
1,[ 8.5 21.1 27.1],[0.  0.1 0.1],-11.473786,-7.221534,-3.7513523,0.099259034,0.2504809,0.5074804
2,[ 8.5 21.  27.2],[ 0.  -0.1  0.1],-9.434478,-6.8813586,-2.1528122,0.15562938,0.26909542,0.68629193
3,[ 8.4      21.       27.300001],[-0.1 -0.1  0.1],-8.231626,-12.772932,-3.7815592,0.20195742,0.07424356,0.50451183
4,[ 8.4 21.  27.2],[ 0.  -0.1 -0.1],-8.60206,-10.528572,-4.600051,0.18646626,0.122395314,0.42946357
5,[ 8.299999 21.1      27.2     ],[-0.1  0.1  0. ],-20.62773,-6.902091,-2.646323,0.012431708,0.26792595,0.6264022
6,[ 8.199999 21.1      27.2     ],[-0.1  0.   0. ],-15.821131,-17.444416,-0.25759375,0.037276816,0.025754297,0.95784897
7,[ 8.099998 21.2      27.2     ],[-0.1  0.1  0. ],-6.8481927,-10.221753,-7.723283,0.27097622,0.13095996,0.22517169
8,[ 7.9999986 21.2       27.300001 ],[-0.1  0.   0.1],-8.601496,-5.686764,-4.6886773,0.18648909,0.34480017,0.4219409
9,[ 7.9999986 21.300001  27.300001 ],[0.  0.1 0. ],-10.21128,-5.0122647,-5.4901366,0.13126226,0.39543137,0.35893524
10,[ 7.8999987 21.2       27.300001 ],[-0.1 -0.1  0. ],-9.267048,-7.0073886,-3.8787808,0.1614164,0.26205668,0.4950561
11,[ 7.7999988 21.2       27.400002 ],[-0.1  0.   0.1],-11.050819,-8.3432865,-2.2528992,0.10903786,0.19716568,0.6737958
12,[ 7.8999987 21.2       27.500002 ],[0.1 0.  0.1],-8.096365,-5.482779,-7.166925,0.20790696,0.35947397,0.25338757
13,[ 7.8999987 21.300001  27.400002 ],[ 0.   0.1 -0.1],-12.7384405,-10.576616,-1.1781777,0.07482042,0.12110376,0.8175404
14,[ 7.7999988 21.2       27.300001 ],[-0.1 -0.1 -0.1],-11.15085,-7.9683504,-4.1443925,0.10664472,0.21368763,0.46997836
15,[ 7.8999987 21.1       27.300001 ],[ 0.1 -0.1  0. ],-7.3370833,-7.7764363,-7.04558,0.24443105,0.22263336,0.25995713
16,[ 7.8999987 21.2       27.2      ],[ 0.   0.1 -0.1],-10.067969,-9.747448,-1.764679,0.13546537,0.1453353,0.73646533
17,[ 7.8999987 21.2       27.300001 ],[0.  0.  0.1],-9.267048,-7.0073886,-3.8787808,0.1614164,0.26205668,0.4950561
18,[ 7.9999986 21.2       27.2      ],[ 0.1  0.  -0.1],-8.745344,-7.0667715,-3.423037,0.1807783,0.25879875,0.54069185
19,[ 7.8999987 21.2       27.1      ],[-0.1  0.  -0.1],-9.523154,-8.691681,-4.985319,0.15264446,0.18288925,0.39758232
20,[ 7.8999987 21.300001  27.       ],[ 0.   0.1 -0.1],-18.107645,-6.9694867,-3.0661836,0.022134786,0.26415563,0.578801
21,[ 7.9999986 21.2       27.1      ],[ 0.1 -0.1  0.1],-7.56704,-11.763942,-4.664364,0.23278832,0.0930466,0.42399326
22,[ 7.9999986 21.1       27.       ],[ 0.  -0.1 -0.1],-8.059048,-9.160088,-3.33262,0.20957696,0.16521923,0.5501472
23,[ 7.8999987 21.1       27.       ],[-0.1  0.   0. ],-8.419319,-11.5140505,-2.0152082,0.19396399,0.09837366,0.7037667
24,[ 7.8999987 21.2       27.1      ],[0.  0.1 0.1],-9.523154,-8.691681,-4.985319,0.15264446,0.18288925,0.39758232
25,[ 7.8999987 21.1       27.2      ],[ 0.  -0.1  0.1],-7.171442,-6.141228,-9.093608,0.25314602,0.3140023,0.16762517
26,[ 7.9999986 21.2       27.1      ],[ 0.1  0.1 -0.1],-7.56704,-11.763942,-4.664364,0.23278832,0.0930466,0.42399326
27,[ 8.099998 21.1      27.      ],[ 0.1 -0.1 -0.1],-7.9286723,-6.86816,-9.562946,0.21550931,0.2698425,0.15132289
28,[ 8.199999 21.2      27.      ],[0.1 0.1 0. ],-8.315307,-9.229024,-3.6730387,0.19835632,0.16275872,0.5152441
29,[ 8.299999 21.2      26.9     ],[ 0.1  0.  -0.1],-9.831474,-9.074518,-2.385999,0.1426836,0.16832215,0.65745527
30,[ 8.199999 21.300001 27.      ],[-0.1  0.1  0.1],-7.3294086,-10.525369,-5.2415643,0.24482866,0.1224819,0.37753332
31,[ 8.299999 21.300001 26.9     ],[ 0.1  0.  -0.1],-7.06984,-5.3216214,-10.104586,0.25863144,0.37145326,0.13437948
32,[ 8.299999 21.400002 26.9     ],[0.  0.1 0. ],-9.367436,-6.6563954,-4.339909,0.15792266,0.28208816,0.45221233
33,[ 8.299999 21.500002 26.9     ],[0.  0.1 0. ],-14.086627,-8.355514,-3.6111813,0.055229634,0.1966476,0.5214462
34,[ 8.199999 21.400002 27.      ],[-0.1 -0.1  0.1],-10.1613865,-10.190618,-4.9355373,0.1327112,0.1318604,0.40158305
35,[ 8.199999 21.500002 27.1     ],[0.  0.1 0.1],-17.947838,-7.7260594,-1.0668994,0.02295783,0.22503853,0.83364797
36,[ 8.199999 21.400002 27.1     ],[ 0.  -0.1  0. ],-8.997928,-6.6292996,-9.624345,0.1711461,0.2836909,0.14930476
37,[ 8.299999 21.500002 27.1     ],[0.1 0.1 0. ],-11.401226,-15.145818,-2.3461652,0.1008742,0.043454558,0.6623126
