Step,State,Action,SINR1,SINR2,SINR3,C1,C2,C3
21,[ 7.9999986 23.100008  25.099993 ],[-0.1  0.1 -0.1],-21.066029,-25.631502,2.2346745,0.011242955,0.0039393827,1.4184006
22,[ 8.099998 23.200008 25.      ],[ 0.1  0.1 -0.1],-4.99634,-9.093106,-9.209717,0.39670134,0.16764355,0.16344422
23,[ 8.199999 23.300009 25.      ],[ 0.1  0.1 -0.1],-7.440469,-15.303584,0.5444143,0.23913203,0.041926634,1.0932573
24,[ 8.099998 23.40001  25.      ],[-0.1  0.1 -0.1],-8.747627,-2.9625452,-9.634421,0.18068893,0.59026986,0.14897597
25,[ 7.9999986 23.50001   25.       ],[-0.1  0.1 -0.1],-16.779087,-3.9937463,-1.7990578,0.029974146,0.48406675,0.73191035
26,[ 7.8999987 23.60001   25.       ],[-0.1  0.1 -0.1],-9.810217,-5.031204,-2.2632103,0.14335005,0.3939255,0.6725186
27,[ 7.7999988 23.70001   25.       ],[-0.1  0.1 -0.1],-3.736729,-2.9664488,-21.181763,0.5089226,0.5898346,0.010948387
28,[ 7.699999 23.80001  25.      ],[-0.1  0.1 -0.1],-6.73824,-5.6117086,-4.218322,0.27729675,0.3501366,0.4631922
29,[ 7.599999 23.900011 25.      ],[-0.1  0.1 -0.1],-6.181838,-10.837954,-2.1326313,0.3113736,0.114303924,0.68883336
30,[ 7.499999 24.000011 25.      ],[-0.1  0.1 -0.1],-9.225513,-7.0766115,-3.2064402,0.16288316,0.25826237,0.5635689
31,[ 7.399999 24.100012 25.      ],[-0.1  0.1 -0.1],-12.87379,-6.6285973,-1.8019065,0.07258144,0.28373256,0.7315339
32,[ 7.299999 24.200012 25.      ],[-0.1  0.1 -0.1],-9.764114,-10.855571,-2.3185441,0.14480557,0.11385898,0.6656972
33,[ 7.1999993 24.300013  25.       ],[-0.1  0.1 -0.1],-2.199831,-12.090333,-13.729792,0.6803991,0.086507834,0.059862465
34,[ 7.0999994 24.400013  25.       ],[-0.1  0.1 -0.1],-7.776569,-17.827812,0.657673,0.22262718,0.023595829,1.1133687
35,[ 6.9999995 24.500013  25.       ],[-0.1  0.1 -0.1],-11.463968,-14.273866,1.2798904,0.09947624,0.052941285,1.2281913
36,[ 6.8999996 24.600014  25.       ],[-0.1  0.1 -0.1],-10.492818,-6.0494037,-7.033751,0.12336507,0.32001945,0.26060575
37,[ 6.7999997 24.700014  25.1      ],[-0.1  0.1  0.1],-11.348857,-4.9686747,-2.3683407,0.102055795,0.39891613,0.6596051
38,[ 6.7      24.800014 25.      ],[-0.1  0.1 -0.1],-9.691382,-2.0746667,-9.396483,0.14713053,0.69617397,0.15692511
39,[ 6.6      24.900015 25.      ],[-0.1  0.1 -0.1],-8.216894,-5.5547814,-2.8291392,0.20259766,0.3542327,0.6053028
40,[ 6.5      25.000015 25.      ],[-0.1  0.1 -0.1],-9.615801,-8.8640585,0.54361725,0.14958401,0.17618929,1.0931165
41,[ 6.4      25.100016 25.      ],[-0.1  0.1 -0.1],-18.16531,-5.83148,-4.1620827,0.021844976,0.3347137,0.46834686
42,[ 6.3      25.200016 25.      ],[-0.1  0.1 -0.1],-13.549924,-5.730447,-4.4107137,0.062339846,0.34172758,0.445921
43,[ 6.2000003 25.300016  25.       ],[-0.1  0.1 -0.1],-6.2259855,-7.3562775,-5.314843,0.30853832,0.24343914,0.37196472
44,[ 6.1000004 25.400017  25.       ],[-0.1  0.1 -0.1],-4.8918676,-9.891084,-5.084212,0.4051212,0.1408304,0.38973755
45,[ 6.0000005 25.500017  25.       ],[-0.1  0.1 -0.1],-7.6871047,-17.120083,0.13597544,0.22691455,0.027732238,1.0227618
46,[ 5.9000006 25.600018  25.       ],[-0.1  0.1 -0.1],-8.194041,-10.04752,-1.47336,0.20359443,0.13607556,0.77593696
47,[ 5.8000007 25.700018  25.       ],[-0.1  0.1 -0.1],-9.405781,-3.578603,-13.749766,0.15660714,0.52473754,0.05959334
48,[ 5.700001 25.800018 25.      ],[-0.1  0.1 -0.1],-11.380185,-7.1312413,0.41484603,0.101347364,0.2553035,1.0705492
49,[ 5.600001 25.900019 25.      ],[-0.1  0.1 -0.1],-5.1866016,-5.2336116,-8.006654,0.3817577,0.3781419,0.2119425
50,[ 5.500001 26.00002  25.      ],[-0.1  0.1 -0.1],-7.44611,-9.586604,-1.0710422,0.23884583,0.15054218,0.83304405
1,[ 8.5 21.1 26.9],[ 0.   0.1 -0.1],-13.451769,-8.159248,-3.878722,0.063733764,0.20512103,0.4950618
2,[ 8.5 21.2 26.8],[ 0.1  0.1 -0.1],-15.633872,-9.861012,-5.480602,0.038897395,0.14176244,0.35963348
3,[ 8.5      21.300001 26.699999],[ 0.1  0.1 -0.1],-7.725254,-8.717224,-9.630044,0.22507706,0.18188155,0.14911881
4,[ 8.5      21.400002 26.599998],[ 0.1  0.1 -0.1],-7.157622,-9.754307,-4.536059,0.25388584,0.14511712,0.43496665
5,[ 8.5      21.500002 26.499998],[ 0.1  0.1 -0.1],-8.30461,-11.306775,-10.218995,0.19881341,0.10301481,0.13103959
6,[ 8.4      21.600002 26.399998],[-0.1  0.1 -0.1],-10.94379,-5.128342,-7.9586296,0.111655794,0.3862805,0.21413264
7,[ 8.5      21.700003 26.299997],[ 0.1  0.1 -0.1],-8.002432,-13.547141,-4.5936227,0.21213432,0.06237888,0.43001372
8,[ 8.5      21.800003 26.199997],[ 0.1  0.1 -0.1],-4.448145,-13.952212,-15.421508,0.44262537,0.05693203,0.04081929
9,[ 8.5      21.900003 26.099997],[ 0.   0.1 -0.1],-12.322677,-6.922869,-5.401751,0.08212711,0.26675838,0.36545393
10,[ 8.5      22.000004 25.999996],[ 0.1  0.1 -0.1],-8.586032,-23.540218,-5.7863264,0.18711281,0.006370769,0.3378323
11,[ 8.4      22.100004 25.899996],[-0.1  0.1 -0.1],-9.706544,-8.787312,-3.3915198,0.14664294,0.17914341,0.5439725
12,[ 8.299999 22.200005 25.799995],[-0.1  0.1 -0.1],-8.940831,-16.828886,-0.93452877,0.17328033,0.029635865,0.8531123
13,[ 8.299999 22.300005 25.699995],[ 0.   0.1 -0.1],-16.644932,-11.107969,2.0767798,0.030904511,0.107664384,1.3857965
14,[ 8.199999 22.400005 25.599995],[-0.1  0.1 -0.1],-13.193793,-8.110876,-4.010311,0.06754432,0.20726103,0.4825005
15,[ 8.299999 22.500006 25.499994],[ 0.1  0.1 -0.1],-7.667552,-13.351197,0.19419615,0.22786179,0.06519358,1.0326158
16,[ 8.199999 22.600006 25.399994],[-0.1  0.1 -0.1],-6.561294,-11.484187,-2.6952324,0.2877497,0.099029586,0.62070066
17,[ 8.299999 22.700006 25.299994],[ 0.1  0.1 -0.1],-12.388615,-11.8392315,0.3151423,0.080923714,0.09149705,1.0532933
18,[ 8.4      22.800007 25.199993],[ 0.1  0.1 -0.1],-18.65483,-1.8134438,-6.0508175,0.019532023,0.7300106,0.31992605
19,[ 8.5      22.900007 25.099993],[ 0.1  0.1 -0.1],-6.366241,-4.8329763,-4.3823104,0.29968357,0.40993547,0.44843572
20,[ 8.5      23.000008 25.      ],[ 0.1  0.1 -0.1],-9.03207,-12.196947,0.22508198,0.16988173,0.084470235,1.0378697
21,[ 8.4      23.100008 25.      ],[-0.1  0.1 -0.1],-3.5871701,-6.8945975,-12.03043,0.52387035,0.2683481,0.087673575
22,[ 8.299999 23.200008 25.      ],[-0.1  0.1 -0.1],-5.7323084,-9.973759,-3.9883945,0.34159714,0.1382982,0.48457375
23,[ 8.199999 23.300009 25.      ],[-0.1  0.1 -0.1],-7.440469,-15.303584,0.5444143,0.23913203,0.041926634,1.0932573
24,[ 8.299999 23.40001  25.      ],[ 0.1  0.1 -0.1],-16.929737,-7.2988787,0.21998928,0.02896244,0.24641632,1.0370021
25,[ 8.299999 23.50001  25.      ],[ 0.   0.1 -0.1],-6.477063,-12.67218,-4.891292,0.29284957,0.075940974,0.40516794
26,[ 8.199999 23.60001  25.      ],[-0.1  0.1 -0.1],-17.805412,-10.250848,0.9246009,0.023716966,0.13012385,1.1617312
27,[ 8.099998 23.70001  25.      ],[-0.1  0.1 -0.1],-15.749835,-5.724264,-6.9502754,0.03788573,0.34216097,0.26522544
28,[ 8.199999 23.80001  25.      ],[ 0.1  0.1 -0.1],-6.4213386,-7.3783584,-2.1992657,0.29626817,0.24230261,0.68046975
29,[ 8.099998 23.900011 25.      ],[-0.1  0.1 -0.1],-4.473741,-3.349201,-9.25145,0.44038385,0.5484032,0.16196574
30,[ 7.9999986 24.000011  25.       ],[-0.1  0.1 -0.1],-10.399761,-5.1118946,-2.8708458,0.12592357,0.3875658,0.60057026
31,[ 7.9999986 24.100012  25.       ],[ 0.   0.1 -0.1],-4.143794,-11.686007,-11.517674,0.47003362,0.09467727,0.098294295
32,[ 7.8999987 24.200012  25.       ],[-0.1  0.1 -0.1],-6.227157,-15.702007,-0.21646845,0.30846334,0.03829979,0.96449333
33,[ 7.7999988 24.300013  25.       ],[-0.1  0.1 -0.1],-10.278685,-5.7765007,-5.346571,0.12932862,0.33851442,0.36957607
34,[ 7.699999 24.400013 25.      ],[-0.1  0.1 -0.1],-13.255625,-2.822547,-6.8491664,0.066611186,0.6060536,0.27092075
35,[ 7.599999 24.500013 25.      ],[-0.1  0.1 -0.1],-9.0151825,-8.558469,-0.13280587,0.1705061,0.18822964,0.9781101
36,[ 7.499999 24.600014 25.      ],[-0.1  0.1 -0.1],-3.3511932,-4.456626,-18.078539,0.548194,0.4418815,0.022282464
37,[ 7.399999 24.700014 25.      ],[-0.1  0.1 -0.1],-7.7741303,-5.175497,-3.3164797,0.22274303,0.38261613,0.5518493
38,[ 7.399999 24.800014 25.      ],[ 0.   0.1 -0.1],-6.6589108,-10.687075,-2.9980674,0.28193977,0.11818353,0.5863182
39,[ 7.299999 24.900015 25.      ],[-0.1  0.1 -0.1],-5.5789375,-12.514288,-0.15345433,0.3524895,0.078677416,0.9747369
40,[ 7.1999993 25.000015  25.       ],[-0.1  0.1 -0.1],-6.094138,-6.892062,-8.369848,0.31707525,0.26849103,0.19604164
41,[ 7.0999994 25.100016  25.1      ],[-0.1  0.1  0.1],-15.043278,-5.5367947,-0.60852915,0.044477005,0.35553566,0.9024632
42,[ 6.9999995 25.200016  25.       ],[-0.1  0.1 -0.1],-11.202494,-2.9193945,-4.6249647,0.105429,0.59509903,0.4273374
43,[ 6.8999996 25.300016  25.       ],[-0.1  0.1 -0.1],-7.3157845,-5.1036067,-4.866375,0.24553601,0.38821495,0.40719914
44,[ 6.7999997 25.400017  25.       ],[-0.1  0.1 -0.1],-9.76722,-10.643759,1.3608036,0.1447071,0.11932049,1.2436581
45,[ 6.7      25.500017 25.      ],[-0.1  0.1 -0.1],-5.02742,-8.4163685,-8.739027,0.39422598,0.19408728,0.18102558
46,[ 6.6      25.600018 25.      ],[-0.1  0.1 -0.1],-10.010441,-6.10268,-4.120535,0.13718848,0.3165159,0.47218612
47,[ 6.5      25.700018 25.      ],[-0.1  0.1 -0.1],-21.46844,-8.310117,-0.21233848,0.010251493,0.19857799,0.9651624
48,[ 6.4      25.800018 25.      ],[-0.1  0.1 -0.1],-10.31713,-11.7150955,-2.1242914,0.12823808,0.094065435,0.68988585
49,[ 6.3      25.900019 25.      ],[-0.1  0.1 -0.1],-5.5972877,-17.104378,-3.0544736,0.3511703,0.027831772,0.58008766
50,[ 6.2000003 26.00002   25.       ],[-0.1  0.1 -0.1],-8.170947,-8.013947,-5.3287654,0.20460667,0.21161178,0.37091485
1,[ 8.5 21.1 27. ],[0.1 0.1 0. ],-12.493926,-7.6505947,-3.5084276,0.079037115,0.22868602,0.53188556
2,[ 8.5 21.2 27. ],[0.  0.1 0. ],-19.316746,-5.3412004,-4.827397,0.01678687,0.36997947,0.41039416
3,[ 8.5      21.300001 26.9     ],[ 0.   0.1 -0.1],-11.674272,-8.72099,-1.4815645,0.09492511,0.1817334,0.77480376
4,[ 8.5      21.400002 26.8     ],[ 0.1  0.1 -0.1],-7.011509,-6.0710964,-7.0625105,0.2618295,0.31858873,0.25903133
5,[ 8.5      21.500002 26.699999],[ 0.1  0.1 -0.1],-9.22986,-6.5668445,-4.294399,0.16272905,0.2874165,0.456296
6,[ 8.5      21.600002 26.599998],[ 0.1  0.1 -0.1],-15.843768,-7.608218,-2.5058994,0.037085406,0.23075826,0.64300466
7,[ 8.5      21.700003 26.499998],[ 0.1  0.1 -0.1],-11.041434,-4.53957,-9.084223,0.10926508,0.43466324,0.1679675
8,[ 8.5      21.800003 26.399998],[ 0.1  0.1 -0.1],-7.956751,-7.7023892,-4.2659802,0.21421875,0.22617668,0.4588618
9,[ 8.5      21.900003 26.299997],[ 0.1  0.1 -0.1],-8.20159,-7.4497156,-5.238706,0.20326465,0.23866321,0.37775198
10,[ 8.5      22.000004 26.299997],[0.1 0.1 0. ],-11.087197,-3.152734,-14.694506,0.108161665,0.5693624,0.048134778
11,[ 8.5      22.100004 26.199997],[ 0.1  0.1 -0.1],-13.649057,-4.1340485,-11.699827,0.06096222,0.4709345,0.09438605
12,[ 8.5      22.200005 26.099997],[ 0.1  0.1 -0.1],-7.5039644,-2.5321643,-32.35136,0.23593009,0.639873,0.0008393751
13,[ 8.4      22.300005 25.999996],[-0.1  0.1 -0.1],-4.505705,-8.312083,-5.4211974,0.43759802,0.1984939,0.3640109
14,[ 8.299999 22.400005 25.899996],[-0.1  0.1 -0.1],-11.615183,-2.6693146,-3.8995764,0.096183024,0.6237168,0.493053
15,[ 8.4      22.500006 25.799995],[ 0.1  0.1 -0.1],-9.92212,-5.062055,-10.540566,0.13987465,0.39148328,0.12207154
16,[ 8.299999 22.600006 25.699995],[-0.1  0.1 -0.1],-11.901126,-3.3544095,-6.433139,0.09024199,0.5478563,0.29554126
17,[ 8.199999 22.700006 25.599995],[-0.1  0.1 -0.1],-7.988224,-6.402371,-9.546484,0.21278045,0.29743996,0.15186833
18,[ 8.099998 22.800007 25.499994],[-0.1  0.1 -0.1],-5.5829206,-3.34974,-12.3917465,0.35220268,0.5483465,0.08086696
19,[ 8.199999 22.900007 25.399994],[ 0.1  0.1 -0.1],-4.4376354,-14.681289,-6.6838956,0.44354862,0.048278987,0.2804699
20,[ 8.299999 23.000008 25.299994],[ 0.1  0.1 -0.1],-11.778637,-14.253909,-1.2858009,0.09274214,0.053180825,0.8021832
21,[ 8.199999 23.100008 25.199993],[-0.1  0.1 -0.1],-10.546191,-17.972128,-1.0844125,0.121920146,0.022830704,0.8310975
22,[ 8.099998 23.200008 25.099993],[-0.1  0.1 -0.1],-6.0482254,-6.2850595,-12.495114,0.3200973,0.30478048,0.07901611
23,[ 7.9999986 23.300009  25.       ],[-0.1  0.1 -0.1],-4.9520965,-8.612182,-3.4929693,0.40024847,0.18605906,0.53347087
24,[ 7.8999987 23.40001   25.       ],[-0.1  0.1 -0.1],-10.6503725,-6.8680387,-0.4426372,0.11914631,0.26984936,0.9283521
25,[ 7.7999988 23.50001   25.       ],[-0.1  0.1 -0.1],-10.866548,-1.4658177,-11.030595,0.113582574,0.7769797,0.10952797
26,[ 7.699999 23.60001  25.1     ],[-0.1  0.1  0.1],-13.712605,-7.6337986,-2.7100236,0.06009492,0.22950536,0.6189845
27,[ 7.599999 23.70001  25.      ],[-0.1  0.1 -0.1],-11.643445,-4.8051786,-2.7906623,0.0955794,0.41222495,0.6096955
28,[ 7.499999 23.80001  25.      ],[-0.1  0.1 -0.1],-7.848573,-3.2098038,-9.622855,0.21923101,0.5632078,0.14935346
29,[ 7.399999 23.900011 25.      ],[-0.1  0.1 -0.1],-6.7879214,-7.6405983,-2.7312517,0.2744245,0.22917335,0.6165282
30,[ 7.299999 24.000011 25.      ],[-0.1  0.1 -0.1],-11.170747,-6.494069,-1.3421252,0.10617472,0.29181343,0.79423237
31,[ 7.1999993 24.100012  25.       ],[-0.1  0.1 -0.1],-18.013494,-3.2830853,-6.107917,0.022616038,0.55538464,0.31617337
32,[ 7.0999994 24.200012  25.       ],[-0.1  0.1 -0.1],-11.487737,-7.5544624,-3.78909,0.09895139,0.2334118,0.50377405
33,[ 6.9999995 24.300013  25.       ],[-0.1  0.1 -0.1],-6.8927803,-12.778903,-2.4011405,0.26845047,0.07414407,0.6556163
34,[ 6.8999996 24.400013  25.       ],[-0.1  0.1 -0.1],-4.7850657,-15.965305,-10.463618,0.41388845,0.03607465,0.124162495
35,[ 6.7999997 24.500013  25.       ],[-0.1  0.1 -0.1],-7.7931395,-12.41057,0.8182054,0.2218414,0.08052691,1.1422925
36,[ 6.7      24.600014 25.      ],[-0.1  0.1 -0.1],-10.126675,-6.5359135,-1.8572749,0.1337283,0.2892779,0.7242464
37,[ 6.6      24.700014 25.      ],[-0.1  0.1 -0.1],-13.207693,-2.906515,-11.276482,0.067333415,0.59654653,0.10371057
38,[ 6.5      24.800014 25.      ],[-0.1  0.1 -0.1],-11.036522,-7.692003,-0.8722542,0.10938417,0.22667795,0.862384
39,[ 6.4      24.900015 25.      ],[-0.1  0.1 -0.1],-2.776677,-7.498081,-10.822144,0.6112984,0.23622505,0.11470473
40,[ 6.3      25.000015 25.      ],[-0.1  0.1 -0.1],-7.656523,-8.0092,-1.0099719,0.22839758,0.21182697,0.8419783
41,[ 6.2000003 25.100016  25.       ],[-0.1  0.1 -0.1],-8.353348,-5.984842,-2.0255885,0.1967393,0.32431158,0.7024365
42,[ 6.1000004 25.200016  25.       ],[-0.1  0.1 -0.1],-8.315835,-2.671171,-12.850913,0.19833383,0.6235003,0.07295526
43,[ 6.0000005 25.300016  25.       ],[-0.1  0.1 -0.1],-11.084983,-5.6226635,-3.3100603,0.108214796,0.34935316,0.5525274
44,[ 5.9000006 25.400017  25.       ],[-0.1  0.1 -0.1],-10.402439,-9.740467,-0.71595234,0.12584935,0.14555764,0.88597834
45,[ 5.8000007 25.500017  25.       ],[-0.1  0.1 -0.1],-4.9984307,-9.214676,-4.91666,0.39653438,0.16326793,0.4031093
46,[ 5.700001 25.600018 25.      ],[-0.1  0.1 -0.1],-7.5163803,-11.613002,-1.4109625,0.23530856,0.09622984,0.7845958
47,[ 5.600001 25.700018 25.      ],[-0.1  0.1 -0.1],-14.0182495,-8.266191,-8.644146,0.05608927,0.20046267,0.18477835
48,[ 5.500001 25.800018 25.      ],[-0.1  0.1 -0.1],-17.184666,-10.12688,-1.1308194,0.027326774,0.13372234,0.8243671
49,[ 5.500001 25.900019 25.      ],[ 0.   0.1 -0.1],-9.2010145,-5.659997,-1.8278732,0.16375424,0.34669498,0.7281092
50,[ 5.400001 26.00002  25.      ],[-0.1  0.1 -0.1],-13.86428,-7.75613,-0.9044404,0.058073334,0.22360006,0.8575828
1,[ 8.5 21.1 26.9],[ 0.1  0.1 -0.1],-13.451769,-8.159248,-3.878722,0.063733764,0.20512103,0.4950618
2,[ 8.5 21.2 27. ],[0.1 0.1 0.1],-19.316746,-5.3412004,-4.827397,0.01678687,0.36997947,0.41039416
3,[ 8.5      21.300001 26.9     ],[ 0.1  0.1 -0.1],-11.674272,-8.72099,-1.4815645,0.09492511,0.1817334,0.77480376
4,[ 8.5      21.400002 26.8     ],[ 0.1  0.1 -0.1],-7.011509,-6.0710964,-7.0625105,0.2618295,0.31858873,0.25903133
5,[ 8.5      21.500002 26.699999],[ 0.1  0.1 -0.1],-9.22986,-6.5668445,-4.294399,0.16272905,0.2874165,0.456296
6,[ 8.5      21.600002 26.599998],[ 0.1  0.1 -0.1],-15.843768,-7.608218,-2.5058994,0.037085406,0.23075826,0.64300466
7,[ 8.5      21.700003 26.499998],[ 0.1  0.1 -0.1],-11.041434,-4.53957,-9.084223,0.10926508,0.43466324,0.1679675
8,[ 8.5      21.800003 26.399998],[ 0.1  0.1 -0.1],-7.956751,-7.7023892,-4.2659802,0.21421875,0.22617668,0.4588618
9,[ 8.5      21.900003 26.299997],[ 0.1  0.1 -0.1],-8.20159,-7.4497156,-5.238706,0.20326465,0.23866321,0.37775198
10,[ 8.5      22.000004 26.199997],[ 0.1  0.1 -0.1],-12.011703,-4.796794,-13.761199,0.088041075,0.41291773,0.05943986
11,[ 8.5      22.100004 26.099997],[ 0.1  0.1 -0.1],-6.450288,-8.986132,-6.2182956,0.29448768,0.17158501,0.30903038
12,[ 8.5      22.200005 25.999996],[ 0.1  0.1 -0.1],-7.83988,-4.3858857,-7.5973983,0.21963842,0.44811857,0.23129006
13,[ 8.4      22.300005 25.899996],[-0.1  0.1 -0.1],-3.8611548,-8.197979,-9.374342,0.49675933,0.2034224,0.15768492
14,[ 8.5      22.400005 25.799995],[ 0.1  0.1 -0.1],-9.695865,-5.994292,-5.558454,0.14698625,0.32368016,0.35396722
15,[ 8.5      22.500006 25.699995],[ 0.1  0.1 -0.1],-4.6546907,-11.461996,-7.1490946,0.4248123,0.0995199,0.25434327
16,[ 8.4      22.600006 25.599995],[-0.1  0.1 -0.1],-1.6479162,-13.756366,-12.546844,0.7520976,0.05950455,0.07810535
17,[ 8.5      22.700006 25.499994],[ 0.1  0.1 -0.1],-13.696465,-6.611919,-2.5433104,0.060313977,0.2847233,0.6385477
18,[ 8.4      22.800007 25.399994],[-0.1  0.1 -0.1],-12.094406,-5.6165586,-17.703655,0.08642912,0.34978956,0.02427447
19,[ 8.299999 22.900007 25.299994],[-0.1  0.1 -0.1],-9.729031,-5.8543587,-2.8181283,0.14592266,0.33314332,0.60655725
20,[ 8.4      23.000008 25.199993],[ 0.1  0.1 -0.1],-4.222946,-3.7282372,-10.91571,0.46277058,0.50976175,0.11235264
21,[ 8.5      23.100008 25.099993],[ 0.1  0.1 -0.1],-14.06753,-5.300288,-3.0133438,0.055468462,0.37306505,0.5846255
22,[ 8.5      23.200008 25.      ],[ 0.1  0.1 -0.1],-9.94248,-7.9422574,-1.2331411,0.1392511,0.2148841,0.8096704
23,[ 8.5      23.300009 25.      ],[ 0.1  0.1 -0.1],-8.703794,-7.548306,-1.059671,0.18241072,0.2337174,0.8347023
24,[ 8.4     23.40001 25.     ],[-0.1  0.1 -0.1],-4.9253507,-17.062986,-2.265264,0.40240604,0.028095758,0.67226446
25,[ 8.299999 23.50001  25.      ],[-0.1  0.1 -0.1],-6.477063,-12.67218,-4.891292,0.29284957,0.075940974,0.40516794
26,[ 8.199999 23.60001  25.      ],[-0.1  0.1 -0.1],-17.805412,-10.250848,0.9246009,0.023716966,0.13012385,1.1617312
27,[ 8.099998 23.70001  25.      ],[-0.1  0.1 -0.1],-15.749835,-5.724264,-6.9502754,0.03788573,0.34216097,0.26522544
28,[ 7.9999986 23.80001   25.       ],[-0.1  0.1 -0.1],-6.758916,-5.7342753,-5.763942,0.27609813,0.34145936,0.33938792
29,[ 7.8999987 23.900011  25.       ],[-0.1  0.1 -0.1],-10.35139,-5.8568516,-0.59208965,0.12727349,0.33297268,0.9050054
30,[ 7.7999988 24.000011  25.       ],[-0.1  0.1 -0.1],-7.1397038,-6.587664,-6.6129084,0.25484797,0.28616968,0.28466442
31,[ 7.699999 24.100012 25.      ],[-0.1  0.1 -0.1],-9.648694,-9.212281,-1.0598326,0.14851148,0.16335316,0.83467877
32,[ 7.599999 24.200012 25.      ],[-0.1  0.1 -0.1],-17.553892,-4.9789095,-2.2257087,0.025118772,0.39809546,0.67717284
33,[ 7.499999 24.300013 25.      ],[-0.1  0.1 -0.1],-12.99363,-2.6202261,-16.172218,0.07065343,0.6294616,0.034416135
34,[ 7.399999 24.400013 25.      ],[-0.1  0.1 -0.1],-7.8847647,-6.350041,-2.583494,0.21754213,0.30069456,0.6337878
35,[ 7.299999 24.500013 25.      ],[-0.1  0.1 -0.1],-6.9069967,-4.7291293,-3.6597664,0.26764983,0.4185452,0.5165697
36,[ 7.1999993 24.600014  25.       ],[-0.1  0.1 -0.1],-9.629687,-7.622161,-3.9264636,0.14913045,0.23007454,0.49047303
37,[ 7.0999994 24.700014  25.       ],[-0.1  0.1 -0.1],-9.125444,-16.004988,-2.4763653,0.16646898,0.03575055,0.64654046
38,[ 6.9999995 24.800014  25.       ],[-0.1  0.1 -0.1],-9.408834,-12.805788,-2.6971316,0.15650284,0.073698014,0.62048006
39,[ 6.8999996 24.900015  25.       ],[-0.1  0.1 -0.1],-6.0895176,-7.5851426,-9.294943,0.31737825,0.23189397,0.16043834
40,[ 6.7999997 25.000015  25.       ],[-0.1  0.1 -0.1],-7.1490936,-9.982749,-0.2625226,0.25434327,0.13802536,0.95705473
41,[ 6.7      25.100016 25.      ],[-0.1  0.1 -0.1],-5.1101856,-9.791184,-2.5259635,0.38769957,0.14394927,0.64061123
42,[ 6.6      25.200016 25.      ],[-0.1  0.1 -0.1],-8.186846,-7.043601,-6.0478506,0.20390938,0.26006556,0.3201221
43,[ 6.5      25.300016 25.      ],[-0.1  0.1 -0.1],-14.456178,-6.610004,-0.5392008,0.050802886,0.28483725,0.9132187
44,[ 6.4      25.400017 25.      ],[-0.1  0.1 -0.1],-7.334106,-2.5895534,-12.156044,0.24458523,0.6330725,0.08524633
45,[ 6.3      25.500017 25.      ],[-0.1  0.1 -0.1],-9.1449585,-6.199183,-0.92802393,0.16576391,0.31025678,0.85407734
46,[ 6.2000003 25.600018  25.       ],[-0.1  0.1 -0.1],-7.506403,-4.8823094,-4.2600775,0.23580784,0.40589923,0.45939636
47,[ 6.1000004 25.700018  25.       ],[-0.1  0.1 -0.1],-6.85494,-5.48734,-6.4629555,0.27059263,0.35914,0.29371172
48,[ 6.0000005 25.800018  25.       ],[-0.1  0.1 -0.1],-14.338032,-10.243525,0.4256037,0.0521788,0.1303338,1.0724225
49,[ 5.9000006 25.900019  25.       ],[-0.1  0.1 -0.1],-20.579477,-11.9460535,-4.8819246,0.0125699835,0.08934137,0.4059306
50,[ 5.8000007 26.00002   25.       ],[-0.1  0.1 -0.1],-6.9070473,-11.949226,-3.7924554,0.26764697,0.08927816,0.5034446
1,[ 8.5 21.1 27.1],[0.1 0.1 0.1],-11.473786,-7.221534,-3.7513523,0.099259034,0.2504809,0.5074804
2,[ 8.5 21.2 27. ],[ 0.1  0.1 -0.1],-19.316746,-5.3412004,-4.827397,0.01678687,0.36997947,0.41039416
3,[ 8.5      21.300001 26.9     ],[ 0.   0.1 -0.1],-11.674272,-8.72099,-1.4815645,0.09492511,0.1817334,0.77480376
4,[ 8.5      21.400002 26.8     ],[ 0.1  0.1 -0.1],-7.011509,-6.0710964,-7.0625105,0.2618295,0.31858873,0.25903133
5,[ 8.5      21.500002 26.699999],[ 0.1  0.1 -0.1],-9.22986,-6.5668445,-4.294399,0.16272905,0.2874165,0.456296
6,[ 8.5      21.600002 26.599998],[ 0.1  0.1 -0.1],-15.843768,-7.608218,-2.5058994,0.037085406,0.23075826,0.64300466
7,[ 8.5      21.700003 26.499998],[ 0.1  0.1 -0.1],-11.041434,-4.53957,-9.084223,0.10926508,0.43466324,0.1679675
8,[ 8.4      21.800003 26.399998],[-0.1  0.1 -0.1],-6.7497697,-8.241702,-7.936763,0.2766278,0.20152062,0.21513674
9,[ 8.5      21.900003 26.299997],[ 0.1  0.1 -0.1],-8.20159,-7.4497156,-5.238706,0.20326465,0.23866321,0.37775198
10,[ 8.5      22.000004 26.299997],[0.1 0.1 0. ],-11.087197,-3.152734,-14.694506,0.108161665,0.5693624,0.048134778
11,[ 8.5      22.100004 26.199997],[ 0.1  0.1 -0.1],-13.649057,-4.1340485,-11.699827,0.06096222,0.4709345,0.09438605
12,[ 8.5      22.200005 26.099997],[ 0.1  0.1 -0.1],-7.5039644,-2.5321643,-32.35136,0.23593009,0.639873,0.0008393751
13,[ 8.4      22.300005 25.999996],[-0.1  0.1 -0.1],-4.505705,-8.312083,-5.4211974,0.43759802,0.1984939,0.3640109
